lyrics,dialect
 يامالي عليا نظري حرام لغيرك نلتفت أنا يا ملي عليا أنظري حياتي في بعدك تمت مش حياة يامالي عليا نظري حرام لغيرك نلتفت أنا يا ملي عليا أنظري حياتي في بعدك تمت مش حياة أنا حبيتك وعمري مانسيتك أما انتي لنسيتني جهدي وعطيتك في عيني حطيتك أما انتي بكيتني وحدي ستنيتك حولت ورضيتك بظهرك عطيتني بعمري وديتك ورايا مارميتك علاه جامي شريتني حكينا مفهمتش المعنى صعيبة زيد ديمة توجعنا برشا حبينا ودعنا برشا نصحونا مسمعنا مشينا علاش ديمة ترجعنا حزينة عينينا دمعنا الكره لي فينا ضيعنا دفناها أحلمنا تشيعنا ويلي ياولي ياويل فين حبو كان ويلي ياولي ياويل في قلبي بركان ويلي ياولي ياويل صبرني النسيان ويلي ياولي ياويل يادنيا أمااان مشينا ودعتك غريتني كسمعتك علاش ترجعني ضعت وضعيتك بعيني شيعتك وظلمك وجعني الماضي لنسيتو انا جرحي خبيتو وشكون لنفعني كلامي وحكيتو معاك صبري ووفيتو زيد حد مشجاعني غنيتلك محسيت ألحاني وشكون يطفي نيراني وانتي لعاملة بلعاني وأنا لزماني وراني هربت ومحبيت تراني وحدي من بعدك نعاني وحرام بساهل تنساني وأنا لفراقك بكاني حرام عليكي تبكي العين قلب مبسوط أما حزين مراني سنين وأنا في نفس الحال من قسوة مرارك المر يزيد مزال حرام عليكي تبكي العين قلب مبسوط أما حزين مراني سنين وأنا في نفس الحال من قسوة مرارك المر يزيد مزال يامالي عليا نظري حرام لغيرك نلتفت أنا يا ملي عليا أنظري حياتي في بعدك تمت مش حياة يامالي عليا نظري حرام لغيرك نلتفت أنا يا ملي عليا أنظري حياتي في بعدك تمت مش حياة ,1
 [CHORUS] تو توالف تو تفهمني توالف كدينا هالك توالف أتو تو توالف تو توالف تو تفهمني توالف كدينا هالك توالف [Verse 1] منين دبر راسك وانتي تعيش في فتاك حابس في بايصك كيف الوقت وفاك واقف تحت البوتو متحبش تعمل retouche حابس في السبو و لخذا لبلاصة نياك و تو توالف كي تحشالك و لتعدا تو توالف لوجيعة ولت عندك ايرادة تو تفهمني ولحكاية كيف تفهمها حط مع مخك خممها نيك رؤساء وقاعدة تو تلهينا غدوة خير غدوة زينة غدوة نعمل فازة لول وهات نشعل لمكينة شاغو فينا حاجة قالو لوقت عفاط ربي فضلي لحاجة دنيا عمرها معطات لغة صعيبة مش بساهل تكتب لكتبناه بهيم ولفقر وتاه تحشالك برشا مرات [CHORUS] تو توالف تو تفهمني توالف كدينا هالك توالف أتو تو توالف تو توالف تو تفهمني توالف كدينا هالك توالف [Verse 2] خدمت ديمة تاعب باش نوصل لنحب نحمد ربي ديمة وديمة ناكل لكتب متربتش محقور متضربتش مغدور عارف لدنيا دور قاعد نعبي في الحق تو توالف دنيا تحب ليقصدها تو توالف دنيا نحتلها عقدها تو تفهمني تو تفهمني في قلبي غل أما نحب ناس كل حتى زادا لبلاد و غلطها تو بدينا تو خلينا كلمدينة وأنا على الله معول و هات نشعل اكالمكينة مسمعوش الباهي كيف حكينا بالخير ميحبوش الباهي تتعب فيهم تحير لغة صعيبة مش بساهل تحكي الي حكيناه هو صبع ومكفاه خاطر يحب الشيئ كبير [Outro] تو توالف تو تفهمني توالف كدينا هالك توالف أتو تو توالف تو توالف تو تفهمني توالف,1
   كان جاء مفماش علاش رانا مابديناش راني نسيتو نهار لنكتب و نبكي نا راني ماسمعتش امي كي قتلي كبدي لا خليك صابر هذا مالو الا ابتلاء راني ماكملتش كقالولي انت لا كلي اخرتي ربطية و الا اختيال موش على نيتي خاطرني جيت علي احتلال ومعايا ناسي المشاكل عنا كالاحتفال امتحان قالو الدنيا امتحان ماك العام هوما فكو بالحرام عندي حقيقة نسربيها بالكيلو غرام عندو فيا ضيقا يسمعني نوليلو غرام نعرفوهم الكعبات اللي ما يعرفوش في تونس الدنيا عنا تمشي بالمقلوب حتى قلبك صافي يمكن ياسر يكرهوك تتقلب الدنيا على ميساج متاع كتكوت جد و خوذ مني ما تستنا حد عنا نجاحات هذي نكتة ما تضحكش كور وحدك في قلبك دعوت ولديك و اللي يعاون مرة يبقى ديما بن عينيك تبقى ديما بن عينيا اول مرة جيت كانو فانات برشا ملي توا موجودين كيتسمعني ماللول و تشوف التواريخ يمكن تو تفهم شكون اللي كان يضوي فيك خاطرني نعمل كان فاللي نعرف نعمل نكتب مانقولش تخطف المرا هذيا زعما خاطر نعرف اللي لغرام هذيا نعما نحكي من قلبي ما جيتش نرمي في المعنى ما جيتش باش قلبي يعمى شيطان يطمعنا تعمل في فيلم انت فيبالك باش تفجعنا كنت صغير نهار اللي روحي رميت خليت حياتي ورايا في الموسيقى جديت قابلت عباد اللي تنقص فيا و تزيد نبقى نتفكرهم بالواحد عمري مانسيت لعمل الباهي لعمل دوانا عديت اللي حب يعطلني باش ولد بلادو يحشيه نجبد بالخير كيف تسألني ما نحكيش وانت ماكش خير مني خاطر ما تحتيش يبيع و يشري في حلمة يعطي في كلمة ويبدل صوتو كيف تتعدا قدامو ترما رد بالك تصدق اللي ريتو في كليبات كلو يتخبا كيما زطلة في سليبات تبع لكلاب لازم في الشارع يبات مالعوش هذايا طلعو في راسي شيبات اللي في اليوتيوب يضهرك راجل و ما كيفوش في الحقيقة عادي كيف يطلع اكبر ميبون كيما الدنيا كيما الدنيا بالecoute واللي عندو مايحكي في ضهري خلي يقول قلو خلي يقول اني نعرف خلي يقول ذري ما يكيدوش نيكلهم كالبتيفور تعرف وين تلكاني تعرف نمرو تالفون عندو موسيقى ماتموت انت قلي شكون ولا برا سقسي و لا برا دور كيما nipsey hussle ديما نفس الماراتون كنقسد رجال خاطر نعرف ميردوش ديما بين عينيا اللي مايرقدوش بنادم و شيغا يتباعو فرد سوق وانت خايف من الشرطة ليفركسوك موش صحابك اللي يحبو يركشو صحابك اللي يطيرو بيك الفوق موش فروخ  كان جاء مفماش علاش رانا مابديناش راني نسيتو نهار لنكتب و نبكي نا راني ماسمعتش امي كي قتلي كبدي لا خليك صابر هذا مالو الا ابتلاء  اللي تخلص عليه ليوم خادملو من أمس كيتتعب عليه اليوم تو تلقاه قدامك تعلم شيئ ميدوم حتى من فكرة و أحلامك باقي حابب توحل و تلوم تيزايد وحلانك ماني نبني في شخصية كيف رحت وتلكعت محاطات تبدل فيا نمشي مانرجاعش عندك برشا ماريتنيش و تبدلت عليك خلي روحي حابس غادي يتسمى تعذيب شيئ ماتعمل في حياتك فالح فالتعليق فارخ من داخل حتى العزيمة وفت عليك حتى فلوسك وفت عليك صاحبتك بعثتك مفما شيئ بين يديك انفستيت وقت برشا سنين تاعب تعرف اللي من حقك باش تمشي تهز متاعك مخيبها عمرك يتعدا باقي تتفرج ماخير ما تدعي تستنا في ربي يفرج,1
  Yea لازمني نخلط عالمنڨالة Yea العمر يفوت و ما ينفعنيش اللي ڨالو Yea و الوحداني يحسب اللي بقالو Yea شي ما يلڨى شي ما يخلي كان افعالو Yea لازمني نخلط عالمنڨالة You know ×3  الدنيا هذيا غرت بيك نهارات ورا بعضها هربت بيك ركز في اللي بين ايديك ولا كي يمشي غدوا ما تبكيش عليه نلوم على روحي و كهو آمس كنت نطيش روحي مانيش كما تو نفس الروح اللي ڨتلك اتو يجيك نهار ڨتلي كبش توا ما عنديش علاش نخاف و ماني ضامن شي هاني نعيش اليوم، نخمم كان في غدوا نخمم في الفلوس بلاد كلتها الندوى الكلو بالمكتوب، شي ما يدوم برا توب تي اخرتها موت.  Yea لازمني نخلط عالمنڨالة Yea العمر يفوت و ما ينفعنيش اللي ڨالو Yea و الوحداني يحسب اللي بقالو Yea شي ما يلڨى شي ما يخلي كان افعالو  نايضة نايضة اميڤو هاذ الليلة أنت واش بيها عامرة اسوار la ville لكل حل كاين مشكلة ديما أنت غير شوف كيفاش تبقى حي ‏drugs يدورو partt فالمدينة حاكم يجري ورا لولاد حط لي فيديك نوض ڤابل مش أنت لي وعدت يماك تكون راجل ‏Sorry صاحبي خاص تكون ڤدها ‏Money يجيبو love ‏checki f’google map تلقى الناس دايرة بيها ، تعبد ماينة ليها حتى أنا لا ميفا n’sauviha حتى أنا لاميفا n’sauviha هادي شدة و فايته ‏money yjibou fake love حط لي فيديك نوظ قابل خاص تكون ذكي ماشي ذكير ناس هاذو معادن صاحبي من الصديد يفنى الحديد so حلو الحدود نزورو بابل مابقاتليش قعدة هنا أنا لازمني  كان مش امي راني مشيت كان مش امي راني نعرش درا وين Weed رولي ڨارو شعل خلي علينا ملي ڨالو فيك  Yea لازمني نخلط عالمنڨالة You know ×3 ,1
 الحب  الحب مش مناسبة باش نعملولو عيد ومهوش بسيف باش تقولي تلزيت  ومهوش تزعبين ورويق بارد وبوسة وشدة من ليد  الحب يتقاس بقداش ضحيت وموش قداش حكيت  الحب قصة وعنوانها القلب وميريد    صحيح كلكم حبيتو مش محبتوش أما انا عشت حب معضمكم معاشوش  حب يضر مولاه مضرا عدوه ميتمنهلوش  حصلتني وحدة خبيثة جريت وراها جري لوحوش  وكان مش مرتي لحبيتها اكثر من روحي معيشتني حب لملاكئكة معشتوش  راني ماضي شيطان ولخرا التو منستوش الانثى لخبيثة ناس كل تعرفوها اما حقيقتها متعرفوش  وفي غناية وردة الموت باش نفضحا وباش نقلكم عليها شكون وان شاء الله متتفجؤش    3 سنين من عمري مشاو خسارة في محبتها واليوم كفقت على روحي ندمت على معرفتها  زعمة لاخسرت كل شيء في جرة ضحكتها اكثر أنثى غلبت عليا وبش نحكيلكم حكايتها  تبعتها شفت الهول ماشي في هواها مسحور خيبتني حتى مع روحي خلاتني هايم كي المهبول  زينها يسلب لعقول وأنا بيها مذهول وردة دخلت لحياتي فجأة بشكل موش معقول  وأبيض لونها قلبتلي حياتي لكلها ظلام كي كنت ممحونها نعيش معاها جميع الأيام  ندوان من دونها لايهمني في العباد والكلام وليت مجنونها في مخي ترشمت كيف الوشام  وليت نلهلط كي اللوسي قلبتلي حياتي جحيم هزتلي صحتي وضروسي شيطانة اختصاص تحطيم  والله العظيم وصلت صرفت عليها فلوسي بالرغم الي أنا مانيش زكيم    أبيض لونك مزيانة كلك اسرار نعدي معاك ليالي وصار فيهم لصار  عطيتك قلبي وانتي كويتي هولي بالنار طيحتلي خشمي من بعد مكان بولار  أبيض لونك مزيانة كلك اسرار نعدي معاك ليالي وصار فيهم لصار  عطيتك قلبي وانتي كويتي هولي بالنار طيحتلي خشمي بعد مكان بولار    وليت في حبها مدمن وليت عليها ندوان وليت معروف مجنونها وسيرتي على كل لسان  خبيثة دواها النيسان على حبك ندمان قد ماحبيتك قد ماكرهتك وتوة نقلك في الامان  لين نموت متنحبش نراك ملي عرفتك وأنا نقاصي هزيتلي عقلي وصحتي ومعاك وخيبتني مع أهلي وناسي  نحرق بالنار القلب الي بغاك ياسبب الشيب الي في راسي خسرت الكل وتبعت خطاك حتى مع ربي سرت عاصي  في بالي بيك مبهم وتقول كلاي على الحب يغني وتقول يتشكى من أنثى وفي البوماي خاب ضني  كان حللت الغناية هكا راك متفهم المعاني خاترني معرس وعندي مرتي وعايش معها متهني   وردة الموت الي نحكي عليها هي البيضاء دايا الحمد لله تغلبت عليها كي ربي قبل دعايا  وأنتي يلي قاعدة تتصنت خوذ العبرة من لحكاية رد بالك تحصل تغرك ويصيرلك ماصار فيا    أبيض لونك مزيانة كلك اسرار  نعدي معاك ليالي وصار فيهم لصار  عطيتك قلبي وانتي كويتي هولي بالنار  طيحتلي خشمي بعد مكان بولار  أبيض لونك مزيانة كلك اسرار  نعدي معاك ليالي وصار فيهم لصار  عطيتك قلبي وانتي كويتي هولي بالنار  طيحتلي خشمي بعد مكان بولار,1
    شدة و تزول عادي و يصير عادي بلي نطيح نعلّي لا حال يدوم  لا ما نولي مصيري نكون شدّة نهني بلادي همّي عليها ما نلوم  يا لا لا لا يا لا لا لا يلا لا لا يلا لا لا يا لا لا لا  يامّه والله قليل كلامي و زاد كثر سكاتي خاتر قد ما نحكيلك يامّه ما يطاوقني لساني و خايف لا قدامك نبكي و تنزل الدمعة  صغير و وقت بلاني ذيوبة علينا يكيدو لينا يبيعو و انا شاري يامّة تجي فيهم نتيري خاتر ماني كي نصافي نجافيهم يامّه دوني دوني وليت كنت الباهي يمة لغيرك إنتي ما شكيت  شدة و تزول عادي و يصير عادي بلي نطيح نعلّي لا حال يدوم  لا ما نولي مصيري نكون شدّة نهني بلادي همّي عليها ما نلوم  يا لا لا لا يا لا لا لا يلا لا لا يلا لا لا يا لا لا لا  أحنا الّي من عشّاق الموت شارع عالي كبير ما علاش الصّوت نحنا اللي دعينا للعالي فشدّة الوقت يفوت أحنا لما بكيناش و حتّى كان الدنيا بخوت تربينا رجال و باقي نعيشو رجال باقي كتيبة نسطّر في الهبال باقي قلبي باهي الدنيا معايا بنت حلال بلاش *** و باقي نجيبو المال نعيش معاهم رايض أما عندي ناموسي حرب مخّي خايض أما قاري مليح دروسي نبات الليل نخمم للّي خسرت شطر زروصي و عندي أكبر أكحل دوسي  يا لا لا لا يا لا لا لا يلا لا لا يلا لا لا يا لا لا لا  ,1
   في ضلام اليل بين السماء و نجوم صاحي و طار النوم تمنية ليلي ايطول ما يوفاش يوم اورا يوم كبرنا زادو لهموم حرنا والكاس ايدور ما تملاش عرفنا برش اصحاب اما قليل الصافين وااللي قلنا اخواة باعونا في رمشة عين برشة تقميرات ما صابوشي غالطين نحارب كي pirates في عالم منافقين شافو فيا كان الخايب في وجهي ضحكولي ذمو كان كي انا غايب دنيا في عينيك شفت الضلم أو شفت مصايب والناس ايلزوك تتبدل و تولي خايب في ضلام اليل بين السماء و نجوم صاحي و طار النوم تمنية ليلي ايطول ما يوفاش يوم اورا يوم كبرنا زادو لهموم حرنا والكاس ايدور ما تملاش  وانا ما تبدلت علاش الناس ادوانت سمعت او ما عدلت شفت اوجوهم بانت يزي فك عليا توة بقلة ثمة اصحاب في وجهك يضحكلك والقلب اكحل كالغراب نساو لي هي توفا واخرتها قطنة وتراب من بعيد ايلمعو كيف قربنا طلعو سراب كيف بعدنا كلانا الهف قلبي لي نكويه نستاهل نعطيف الكف ديما حاصل فاهم وانا لي لاعبها مهف اعلا زوز فرنك ايبيعو العرض ايبيعو الشرف وانا ما تبدلت علاش الناس ادوانت سمعت او ما عدلت شفت اوجوهم بانت  في ضلام اليل بين السماء و نجوم صاحي و طار النوم تمنية ليلي ايطول ما يوفاش يوم اورا يوم كبرنا زادو لهموم حرنا والكاس ايدور ما تملاش,1
  Balti - Ya Hasra     تفكرت ايامي و قلت ياحسرة  مخيبها الدنيا ومحلاها الدنيا بلا غصرة  ضحكت لميمة وناس بالقيمة  وعشرة قديمة وقلت يا حسرة  رضاية والدينا وينك يا حنينة  تفرقنا مشينا وقلت ياحسرة    محلانا ذراري ذراري دنيا محلاها محلاها ماما وزينها ديمة وتاها محلاها الحومة ديمة الحومة مضلومة قتلتنا الشيخة و زيد قتلنا لحكومة تفكرت اللمة قسمنا لفما كل حد وهمه كنا محلانا و يوم زمامو وبكات لماما خشومات في شمة شكون لبلانة  تفكرت صاحبي صحابي حبو على خرابي عطيتهم ترابي فرشو شوك فرشنا زرابي نعيب على روحي منعيبش على قرابي راقد ونحلم وفقت نجري على سرابي و في غيبوبة وينك يا صحوبة وطلعو ذيوبا وناس خوانة ريوسنا مقلوبة وطالب التوبة وأيام محسوبة أأأه والوقت خذانا    تفكرت ايامي و قلت ياحسرة  مخيبها الدنيا ومحلاها الدنيا بلا غصرة  تفكرت ايامي و قلت ياحسرة مخيبها الدنيا ومحلاها الدنيا بلا غصرة ضحكت لميمة وناس بالقيمة وعشرة قديمة وقلت يا حسرة رضاية والدينا وينك يا حنينة تفرقنا مشينا وقلت ياحسرة    تفكرت روحي لقيت روحي ضاعت مني راقد متحير وينو لراقد متهني  عجبتني الجارة اليوم جارة عروسة تحني تفكرت ليالي ساهر كالفرزيت نغني  وشربنا الروجا ضيعنا الموجة خطوينة عوجة ضحكة وبكانا  بالخير ميروش ومحبوش كلينا الحربوشة والحب كوانا  تفكرت شبابي ربحت وخسرت طراحي نروح لدار لميمة لتكمدلي جراحي  تفكرت حزاني محلا الدنيا في فراحي مسكينة بلادي الشايخ أكثر ملي صاحي  وأصغار مدرينا وضحكو علينا ممشينا قرينا مشينا بهوانة  واليوم شبينا ضحكتنا حزينة وقولي وين نلقاو دوانا    تفكرت ايامي و قلت ياحسرة  مخيبها الدنيا ومحلاها الدنيا بلا غصرة  تفكرت ايامي و قلت ياحسرة  مخيبها الدنيا ومحلاها الدنيا بلا غصرة  ضحكت لميمة وناس بالقيمة  وعشرة قديمة وقلت يا حسرة  رضاية والدينا وينك يا حنينة  تفرقنا مشينا وقلت ياحسرة         ,1
 الو الوالو يا عمري وينكالو يا شبابي وينكالو يا الغالي وينالو الوسلملي عالحبيبةعايش بين ناس غريبةموش عارف وكري وينالو الوالو يا عمري وينكالو يا شبابي وينكالو يا الغالي وينالو الوسلملي عالحبيبةعايش بين ناس غريبةموش عارف وكري وينالو يا حبيبتينعرف لي طالت غيبتيالأيام ضحكوا على شيبتيو شيبة ولات شيباتما حبو طيبتيناس تستنا في خيبتيوالارنب طلعت ذيبتيوشفنا منهم خيباتالو يا الغاليهاش لز شباب على إيطالياالبحر و امواجو العاليةو غارقين و غرقاتو حمامه جاليةضعت يمني و شماليو فكري كان في الاماليالوحش كبر يا الأخواتالو الوالو يا عمري وينكالو يا شبابي وينكالو يا الغالي وينالو الوسلملي عالحبيبةعايش بين ناس غريبةموش عارف وكري وينالو يا شبابناهجرنا كي تسكر بابناما عرفنا شكون احبابناو الصافي من الخوانوينك يا بلادناحبيناها بكاتناناس باعتنا ما شراتناما يحبوش الإنسانالو الكبيدةغبنا والأرض بعيدةهايم و أفكاري شريدةمن عنوان العنوانو حياة جديدةما يدوم الضيق و مديدةنرجع نزرع وريدةو ينور البستانالو الوالو يا عمري وينكالو يا شبابي وينكالو يا الغالي وينالو الوسلملي عالحبيبةعايش بين ناس غريبةموش عارف وكري وينالو الوالو يا عمري وينكالو يا شبابي وينكالو يا الغالي وينالو الوسلملي عالحبيبةعايش بين ناس غريبةموش عارف وكري وين,1
    آدم ما في غير حاسس فيي ما إلي غير حدا قلبي عم يعتب عليي ما عم يوثق بحدا ما عم بقدر خبي جروحي كلن طلعوا غدارين حبايب طلعوا من روحي وسرقوا مني أحلى سنين  بلطي Ola لا تقول ليا صاحب و لا تقول أنا تكويت ولا تقول أي يا قلبي ولا تقول حبيت الدنيا تعطيك الكف و تعطيك دروس و تعطيك الي حبيتهم تطلعلك زنوس ياما عرفنا نسا والي سميناهم رجال ياما عرفنا إلي طيح الروبة والسروال ياما عرفنا إلي ضحكتلهم ضحكو عليك ياما لقيت إلي باعك و مالقيت إلي يشتريك ياما مشينا رجلا والرجلة ما توكل قوت والي تقول عليه شبعان يطلعلك مكبوت ياكلك من خيرك وما يباركلك بيه والي سميتو عشيري كالكلب مواتيه ياما قرضو فيك و ياما ياما غدورك ياما نكرو فيك و ياما ياما باعوك ياما بالنية مشيت و مالقيت إلي صانوك ياما أنت حبيت أما وينهم إلي حبوك  آدم ما في غير حاسس فيي ما إلي غير حدا قلبي عم يعتب عليي ما عم يوثق بحدا ما عم بقدر خبي جروحي كلن طلعوا غدارين حبايب طلعوا من روحي وسرقوا مني أحلى سنين  بلطي طاحت بيك الدنيا و مالقيتتش كيف طاحت بيك كنت واقف ما كثرو كان إلي عشقو فيك الطواول منصوبة و كل شي على حسابك والخرفان ذيوبة والضحكة كذابة وينو الصاحب و والصاحب إلي كيف خوك و ياما عرفت تشش وقالو حبوك واللي قالوا حبوك طلعولك عشاقة عادي كي يبدلوك ولعريبة مشتاقة كنت راجل والراجل ما يطيق الذل واللي حبو على خيرك مشاو كي النوار ذبل واللي توسمت فيه الخير يطلعلك salaud مشينا بقلب كبير وماحصلنا والو وما قالوا ألو ونساو تليفونك وحبيبي مالو ما ظنيتوش يخونك والفراق صعيب واليام ادور وصاحب العيب خلا الأرض تبور  آدم ما في غير حاسس فيي ما إلي غير حدا قلبي عم يعتب عليي ما عم يوثق بحدا ما عم بقدر خبي جروحي كلن طلعوا غدارين حبايب طلعوا من روحي وسرقوا مني أحلى سنين,1
   قصتنا بلشت لما كنا صغار كانت أيامنا حلوة وما كان حدا منّا يغار هلأ إحساسك ضايع أنت دائما اللي محتار لما قالولك عني That I am a super star  ‏يوم بيوم ليل بليل صوتي يللي بنادي عليك أنا هون أنت وين يا حبيبي غريب عليّ غريب عليّ ، غريب عليّ قلبي معاك ومش بعيد انا وين وانت وين انت غريبة وانا غريب من تونس لفلسطين يا قلبي ما تلومينيش دنيا صعيبة نحب نعيش راجل وسيد الرجالة و بغيري ما تقارنيش انت ليا   انا وانت مش متاع الناس هاذيا هارب مالكلاب الي تنهش فيك وفيا امازيغي وعاشق في طفلة عربية قلبي فلسطيني وما نبيعش القضية وانا وياك ما نتفارقو كان كي نموتو، نموتو، نموتو والايام يفوتو، يفوتو ‏يوم بيوم ليل بليل صوتي يللي بنادي عليك أنا هون أنت وين يا حبيبي غريب عليّ غريب عليّ ، غريب عليّ ويزيني ما قاسيت وانت من بالي ما نسيت دنيا غلات وانا معاك لا بعت ولا شريت انت سوم وهوما سوم انت كوم وهوما كوم انت البارح وانت غدوة وانت الي معايا ليوم يالحبيبة   انت الي معايا فالفرحة و فالمصيبة الدنيا حلو ومر وزيد الناس غريبة وتوبة مالناس الي ماعادش فيهم طيبه مشيت بقلبي وهاني نخلص فالضريبة وانا وياك ما نتفارقو كان كي نموتو، نموتو، نموتو والايام يفوتو، يفوتو  ‏يوم بيوم ليل بليل صوتي يللي بنادي عليك أنا هون أنت وين يا حبيبي غريب عليّ غريب عليّ ، غريب عليّ,1
   كي نشم ريحك ننسى همي ترجعلي الضحكة في فمي عطيتك عمري شفتك تكبر و مش خسارة نسقيك دمي انتي أرضي و فيك عروقي انا منك و انتي مني انتي بسمة طفلة صغيرة و انتي دمعة في عيون امي  كي نشم ريحك ننسى همي ترجعلي الضحكة في فمي عطيتك عمري شفتك تكبر و مش خسارة نسقيك دمي انتي أرضي و فيك عروقي انا منك و انتي مني انتي بسمة طفلة صغيرة و انتي دمعة في عيون امي  اوووه يا وردة يا وردة يا وردة اوووه يا وردة يا وردة يا وردة مانحب نشوفك مذبالة بلا بيك الدنيا بهذالة  انتي في الدرك يسمينة و انا قلبي ليك جنينة ريحة داري يولي معطر و محلى الريح كي يهب علينا انا معاك ماكش غريبة غدوة احلى كان توا صعيبة تسقيك السماء كي تمطر و العنبة ماتولي زبيبة  انتي في الدار كيف الياسمينة و انا قلبي ليك جنينة ريح دار يولي معطر و محلى الريح كي يهب علينا انا معاك ماكش غريبة غدوة احلى كان توا صعيبة تسقيك السماء كي تمطر و العنبة ماتولي زبيبة  اوووه يا وردة يا وردة يا وردة اوووه يا وردة يا وردة يا وردة مانحب نشوفك مذبالة بلا بيك الدنيا بهذالة  مانحب نشوفك حزينة اضحك وريني التبسيمة في حزنك انا نتكدر نور و الفرح ورينا انتي الزينة الي في التربة و التربة بلا بيكي غربة و منك عسل يقطر و دوايا في شدة و كربة  مانحب نشوفك حزينة اضحك وريني التبسيمة في حزنك انا نتكدر نور و الفرح ورينا انتي الزينة الي في التربة و التربة بلا بيكي غربة و منك عسل يقطر و دوايا في شدة و كربة  اوووه يا وردة يا وردة يا وردة اوووه يا وردة يا وردة يا وردة مانحب نشوفك مذبالة بلا بيك الدنيا بهذالة اوووه يا وردة يا وردة يا وردة اوووه يا وردة يا وردة يا وردة مانحب نشوفك مذبالة بلا بيك الدنيا بهذالة,1
    ماتسألني وينك ما تمسح دمعة في عينك مهما يطول ليلك دنيا الدور و الدهر يجيبك نو ما تخبي عيبك كذبة لي قالو حبيبك و لعملتو بيدك على قلبك ربي يزيدك  ربي ليعلم ماعلبالي بالي يوووو ربي ليعلم ماعلبالي بالي يوووو لعمر لتعدا ماعلبالي بالي يوووو  وانا في روحي نمني طريق طويل ضلام و ضايع قلي وينو فني ماتسألني شكون لبايع اي سامحيني يامي كلام و محنة و زيد وجايع انس الحزن وغني ماتبعدش عني  قلي شنعمل في محوني انا حر و فحياتي تسالوني اضحك علي سبوني ندور في طرانت كيما منطانا توني كوزا نسترا و الموني بافيات يطير و الكحكاح كي تجوني وحدي جملا كدوني شفت الغدرة في عينيهم بعيوني  ربي ليعلم ماعلبالي بالي يوووو ربي ليعلم ماعلبالي بالي يوووو لعمر لتعدا ماعلبالي بالي يوووو لعمر لتعدا ماعلبالي بالي يوووو  حبو رواحهم خسروني عملو الدوني زيد ڨلبي عبولي عسا خروجي و دخولي وصلو يشرو في الناس لحبوني حربي منحي مريولي حقيقة شارع موش كذبة في ستوري العجلة كي ترولي  والله مرضي ما يبرا مجات عليا لحبيبة ما صبرا توا شيخة توحلنا في الغبرة وجروحي ما تبرا ما تفيدش الهدرة نكمي نشعل في الزطلة وحدي نعدي في الفترة تعاوي بابا لساطرة نتلبد في الماطرة و نمضي في البدرة  ربي ليعلم ماعلبالي بالي يوووو ربي ليعلم ماعلبالي بالي يوووو لعمر لتعدا ماعلبالي بالي يوووو لعمر لتعدا ماعلبالي بالي يوووو  ,1
 سترنا ربي و منعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا يااه اااه اووووووه اش تقدوووه حشا خليقة ربي بزوز وجووووه تزغلل عيني وخدي صعيب يبلووه وكان قلبي يلوي لعصى في يدي تو نلعن بووه .Blingos موش الطيب جعبة نطلع درجة يزيدو الاعداء كي نرابي نقلب الدنيا وكي نتعب نقلب الصعدة . 100 خبيلة 200 حيلة تراني كان فالحليلة عنا كان الحالة حلوة معناش الحالة حليلة نجيك وين انتي ساقي طويلة زروسي تعضك كيما البيلا نرمي روحي نبات انحارب ومنارميش المنديلة  سترنا ربي و منعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا Yeah وأنا لي كنت لاهي موش ساهي وراني لا جيت لا طامع لا شاهي انا جبتني ساقي دهداهي ولساني لول فالشيفاهي جيت ماللوطا جيت مالقاعة فارغ قلبي شقف و قاعة ماللي بديت نتسمع ولد الزرقة عمل لبدع كان خيالي طلع بدع منشعلش صوابعي شمع انا نمشي كان بمخي نعفس قلبي كان طمع كان بطيت منيش بخلي اما زهري شد frain هاك تشوف عريبة لي دوانت معادش تروف عشرة لي هانت و مشات طروف احنا لي بالخفة بعنا الصوف هاك تشوف  سترنا ربي و منعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا  ,1
