Lyrics,Dialect,Artist,Song
"Ya bent el colonel
Halik halik louken hendi bnet ?
Fasif nedik ya bent el colonel
Halik halik louken hendi bnet ?
Fasif nedik




 
Ou el dar hda dar 
Binek a frontiere
Ou dar hda dar
Binak a frontiere
Ou hayini hayini fik
Ou galbi bghik

Ya ma hadabi 
Arayi je t’aime
Ma hadabia
Arayi je t’aime
Ayini ayini fik 
A ou galbi bghik

Bent el colonel
Halik halik louken hendi bnet (met/mnet??)
Fasif nedik ya bent el colonel




Halik halik louken hendi bnet
Ou fasif nedik

Ah coulchi meni ??
Ou nchouf fel hayin ?
... ?
Ou coulchi meni ?
Nchouf bel hayin ?
Ou ayini ayni fik ?

Bent el colonel
Halik halik louken hendi bnet
Fasif nedik ya bent el colonel
Halik halik louken hendi bnet
Fasif nedik

Ah chi makidir a ...
.... makindir ...




Ayini ayini fik 
Ah galbi bghik ??

Yanaia miskine...
Ma te...
Anaya meskin
Ou takir... ?
Ayini ayini fik ??

Bent el colonel
Halik halik louken hendi bent
Fasif nedik ya bent el colonel
Halik halik louken hendi bnet
Fasif nedik

Ah heda mektoubi
Seh hab gualbi
Heda mektoubi




Se Hab gualbi
Ayini ayni fik 
ah ou galbi bghik

Bent el colonel 
Halik halik louken hendi bnet
Fasif nedik ya bent el colonel
Halik halik louken hendi bnet
Fasif nedik 





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
"Mon cœur est au pays des merveilles
Mon cœur est au pays des merveilles
Ou je revois mes amis d'autrefois malgré moi
Les souvenirs s'éveillent Ah ! ! !





Mon cœur est au pays des merveilles
Mon cœur est au pays des merveilles
Ou je revois mes amis d'autrefois malgré moi
Les souvenirs s'éveillent

Je vous revois ce soir oh ! Vous mes amis
Fleur de ma vie de vous sentir ici
Les yeux ouverts perle de soleil, de soleil
Mes souvenirs s'éveillent

La la la ... ahouma djaou s'habi ou djirana

Mon cœur est au pays des merveilles
Mon cœur est au pays des merveilles
Ou je revois mes amis d'autrefois malgré moi
Les souvenirs s'éveillent

Liam ezzin amine kouna m'tâounin rahatou walat lina




Liam ezzin amine kouna m'tâounin rahatou walat lina
Liam ezzin amine kouna m'tâounin min kouna...
Ahouma djaou s'habi ou djirana

Mon cœur est au pays des merveilles
Mon cœur est au pays des merveilles
Ou je revois mes amis d'autrefois malgré moi
Mes souvenirs s'éveillent

La la la ... ahouma djaou s'habi ou djirana

Je vous aime d'un amour éternel
Mon doux printemps Ah ! layli
Mon meilleur printemps, amour éternel
Ou je revois mes amis d'autrefois malgré moi
Les souvenirs s'éveillent Ah !





Mon cœur est au pays des merveilles
Mon cœur est au pays des merveilles
Ou je revois mes amis d'autrefois malgré moi
Mes souvenirs s'éveillent

La la la ... ahouma djaou s'habi ou djirana

Au pays des merveilles ... Oh !
Au pays des merveilles ... Oh ! 
Au pays des merveilles ... Oh ! 
Au pays des merveilles ... Oh ! 

Ah ! ... 





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
"Cheb Mami: {Passage Arabe}

Leslie:
Non, ce s'ra non
Pas question,




Elle ...
Donc non, ce s'ra non
Pas question,
Mais cette fille me rend fou.

Diam's:
Oh t'inquiètes baby,
Sors moi d'mon ghetto.
T'prends pas la tête,
Me tourne pas le dos.
Je suis prête à  ces problèmes de ...
Mais t'inquiète baby
Sors moi d'mon ghetto.

Cheb Mami: {Passage Arabe}

Leslie:
Non, ce s'ra non




Pas question,
Elle ...
Donc non, ce s'ra non
Pas question,
Mais cette fille me rend fou.

Diam's:
Oh t'inquiètes baby,
Sors moi d'mon ghetto.
T'prends pas la tête,
Me tourne pas le dos.
Je suis prête à  ces problèmes de ...
Mais t'inquiète baby
Sors moi d'mon ghetto.

Cheb Mami: {Passage Arabe}

Diam's:




J'suis, pas sur l'péron daron non,
Pas sur l'péron daron non,
Pas l'genre de fille qu'on ramène à  la maison.
J'ai bien calculer ma tactique hem hey tec tec,
Fais gaffe à  ton fils, j'suis venu cash cahs,
Retourner son fric, hem hey tec tec,
T'as la bonne technique, boum.
{x2}

Dj Kore !
Dj Bellek !
Cheb Mami !
Diam's !
Rai'n'b quoi ! 





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
"Ouach etsalini 
Ki thedbi fia
Raki kouetini binmar kouayia
Ouach etsalini
Ki thedbi fia




Raki kouetini binmar kouayia
Ana beghik ana beghik ya ayinia
Ana beghik ana beghik ya ayinia

Ghir fik ana nchouf
Ahklik mankhouf
Ghir fik ana chouf
Ahkli mankhouf
Ounti ben khouf
Tsebia ??
Oualach nkhouf zinti benia ??

Ana beghik ana beghik ya ayinia
Ana beghik ana beghik ya ayinia

Ou rah menfar
Haja makaran
Rah bou hakanr




Haja makaran
Rani fi nekara
Ountia mehnia
Rani fi ladrar
Ounti mehnia ??

Ana beghik ana beghik Ya ayinia
Ana beghik ana beghik ya ayinia

Ana nstena ngi hasa douri li fik
Ana nstena nji hasa douri li fik
Ah dounia bla bik ma bka dounia
Dounia bla bik ma bka dounia ??

Ana beghik ana beghik ya ayinia
Ana beghik ana beghik ya ayinia

Yakahalinamach lanalch 




Yakhanamarch mouralinach
Goulili alach thadbifia
Goulili oualach thadbifia

Ana beghik ana beghik ya ayinia
Ana beghik ana beghik ya ayinia
Ouach etsalini kithadbi fia
Raki kouetini binmar kouaya
Ouach etsalini kithadbi fia
Raki kouetini binmar kouaya
Ana beghik ana beghik ya ayinia
Ana beghik ana beghik ya ayinia 





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
"Petite môme que j'adore
La jeunesse est pailletée d'or, ya 7abibi
Viens je t'habilles de mon corps
Quand le printemps crée sans effort,
Pour des amoureux un décor, oh, viens, viens 7abibi




Pour des amoureux un décor, oh, viens, viens nous serons bien

Petite fille que j'aime tant
Viens je te vêts de fleurs des champs, ya 7abibi
Et de fruits mûrs et odorants
C'est l'aventure, et le moment, ya 7abibi
Et les murmures et des amants, oh, viens, viens 7abibi
Et les murmures et des amants, oh, viens, viens nous serons bien

Quand ta jeunesse claque au vent
Prends la caresse du printemps, ya 7abibi
Un printemps riche, un printemps doux, 
Qui met l'amour à tes genoux, ya 7abibi
Il est très fort mais n'attend pas, ne revient jamais sur ses pas




Il est futile, il est changeant, et n'est ton allié qu'un instant

Môme que j'aime, que j'adore
Viens prends l'amour à bras le corps
Viens car demain est le plus fort, 
Il peut tout prendre avant de donner, ya 7abibi
T'laissant seule, abandonnée, oh, viens, viens 7abibi
T'laissant seule, abandonnée, oh, viens, viens nous seront bien

Ya leili ya leyli ya leil.. 





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
"Fi ghyabek, fi ghyabek wach srali 
Ou 3ach9ak 9talni, habalni, bkani 
Ou 3lih ta7o dmou3, ou 3ach9ana safi 
Ou houma besif bghaw yradoh el 3ach9 L’mamnou3 





Ya lghatli f tilifoun, tabki w tgoul 
Nta 3omri ayii, twahachtek ayii 
Ya had l khetra sayi, 3ach9ak ma darli 
Wssalt l les limites 

Ya mahma wach sra teb9a nta nta 
Nta ma vie ayii 
Ya l passé ghadni ayii
Za3ma golt rani nssit o wallah ma 9adit o la3dabek welit 

Ya lghatli f tilifoun, tabki w tgoul 
Nta 3omri ayii, twahachtek ayii 
Ya had l khetra sayi, 3ach9ak ma darli 
Wssalt l les limites 

Ya mahma wach sra teb9a nta nta 
Nta ma vie ayii 




Ya l passé ghadni ayii
Za3ma golt rani nssit o wallah ma 9adit o la3dabek welit 

Yah ya 7eta ma stanit ou m ghyabek 3yit kol youm ngoul ayii
Ysoni tilifoun ayii 
Men kotrat wach bkit o 3lik soufrit 7eta nechfo dmou3 
Ya ketrou les problèmes ma khraj 3lina del 3am 
7essbt mon amour ayii ra7t pour toujours ayii 
O 7na 3ach9na safi o bghaw yradoh el 3ach9 l’mamnou3 

Yah ya 7eta ma stanit ou m ghyabek 3yit kol youm ngoul ayii
Ysoni tilifoun ayii 
O 3lik wach bkit o wach soufrit 7eta nechfo dmou3 




Ya ketrou les problèmes ma khraj 3lina del 3am 
7essbt mon amour ayii ra7t pour toujours ayii 
O 7na 3ach9na safi o bghaw yradoh el 3ach9 l’mamnou3 

Ya lghatli f tilifoun, tabki w tgoul 
Twahachtek ayii, nta 3omri ayii 
Ya had l khetra sayi, 3ach9ak ma darli 
Wssalt l les limites 

Ya mahma wach sra teb9a nta nta 
Nta ma vie ayii 
Ya l passé ghadni ayii
Za3ma golt rani nssit o wallah ma 9adit o la3dabek welit 


Ya t9adrat 3lina o tfarktna la ana la nti ayii 




Séparation forcé ayii
O jaboha morana, Hogra ki dayra daro fina daro 
O bla bik ntiya o ra7t 3liya ki ghadi ndir ayii
O ra7t l’avenir ayii 
O nti kounti kolchi o mon projet o ma derna walo 

Ya lghatli f tilifoun, tabki w tgoul 
Twahachtek ayii, nta 3omri ayii 
Ya had l khetra sayi, 3ach9ak ma darli 
Wssalt l les limites 

Ya mahma wach sra teb9a nta nta 
Nta ma vie ayii 
Ya l passé ghadni ayii
Za3ma golt rani nssit sayi déclarit o la3dabek welit 

Ya lghatli f tilifoun, tabki w tgoul 





Nta 3omri ayii, twahachtek ayii 
Ya had l khetra sayi, 3ach9ak ma darli 
Wssalt l les limites 

Ya mahma wach sra teb9a nta nta 
Nta ma vie ayii 
Ya l passé ghadni ayii
Za3ma golt rani nssit o wallah ma 9adit sayi déclarit  





 

Traduction El Aichk El Mamnoue - Cheb Akil

Ce que j’ai vécu en ton absence
Ton amour m’a tué, m’a rendu fou, m’a fait pleurer 
J’ai versé beaucoup de larmes, et notre amour était pur 




Mais ils ont dit que c’était un amour interdit 

Elle m’a appelé au téléphone en pleurs et elle a dit: 
“Tu es ma vie, tu me manques 
Cette fois c’est bon, j’en peux plus 
J’ai atteins mes limites 

Peu importe ce qui s’est passé, tu restes 
Ma vie 
Je souffre encore 
Je pensais avoir oublié mais je suis revenu vers toi”  

Elle m’a appelé au téléphone en pleurs et elle a dit: 
“Tu es ma vie, tu me manques 




Cette fois c’est bon, j’en peux plus 
J’ai atteins mes limites 

Peu importe ce qui s’est passé, tu restes 
Ma vie 
Je souffre encore 
Je pensais avoir oublié mais je suis revenu vers toi”  

J’ai beaucoup attendu et j’ai souffert en ton absence, je me dis chaque jour que 
Le téléphone va sonner 
J’ai tellement pleuré que mes larmes ont séchées 
On a eu beaucoup de problèmes cette année 
Je pensais que mon amour était parti pour toujours 
Et notre amour était pur mais ils ont dit que c’était un amour interdit 




 
J’ai beaucoup attendu et j’ai souffert en ton absence, je me dis chaque jour que 
Le téléphone va sonner 
J’ai tellement pleuré que mes larmes ont séchées 
On a eu beaucoup de problèmes cette année 
Je pensais que mon amour était parti pour toujours 
Et notre amour était pur mais ils ont dit que c’était un amour interdit 

Elle m’a appelé au téléphone en pleurs et elle a dit: 
“Tu me manques, tu es ma vie 
Cette fois c’est bon, j’en peux plus 
J’ai atteins mes limites 





Peu importe ce qui s’est passé, tu restes 
Ma vie 
Je souffre encore 
Je pensais avoir oublié mais je suis revenu vers toi”  


On s’est séparé mais on le voulait pas 
Séparation forcée 
Ils nous ont harcelé et ils ont tout fait pour nous séparer 
Et je ne peux pas vivre sans toi, que vais-je faire maintenant 
Je n’ai plus d’avenir 
Tu étais tout pour moi, mon avenir, mes projets, tout est parti 

Elle m’a appelé au téléphone en pleurs et elle a dit: 





“Tu me manques, tu es ma vie 
Cette fois c’est bon, j’en peux plus 
J’ai atteins mes limites 

Peu importe ce qui s’est passé, tu restes 
Ma vie 
Je souffre encore 
Je pensais avoir oublié mais je suis revenu vers toi” 

Elle m’a appelé au téléphone en pleurs et elle a dit: 
“Tu es ma vie, tu me manques 
Cette fois c’est bon, j’en peux plus 
J’ai atteins mes limites 

Peu importe ce qui s’est passé, tu restes 
Ma vie 




Je souffre encore 
Je pensais avoir oublié mais je suis revenu vers toi”   





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
"Histoire 9dima ya 3awdet 7yet tlakina tfakarna li fat, 
El 7ob li kan 3omrah mamat ya 3omrah mamat,
Mektoub 3lina ana wiyak f'had el 3achk w ra7hin perpète 




M3ak à vie w 7ata lemamat w 7ata lemamat 

Histoire 9dima ya 3awdet 7yet tlakina tfakarna li fat, 
El 7ob li kan 3omrah mamat ya 3omrah mamat,
Mektoub 3lina ana wiyak f'had el 3achk w ray7in perpète 
M3ak à vie w 7ata lemamat w 7ata lemamat 

9ed ma siyeet 3lik neba3ad nl9a rou7i mazelni griib 
9ed ma siyet ndir jdid nl9a galbi mazalh 7adid 
9ed ma siyeet 3lik neba3ad nl9a rou7i mazelni griib 
9ed ma siyet ndir jdid nl9a galbi mazalh 7adid 

Lhnd l9dim khir men jdid mazal n3cha9 fik wenziid 




Mazaaal n3ch9 fik wenziid wila bgha raby ray7in b3iid
Lhnd l9dim khir men jdid mazal n3cha9 fik wenziid 
Mazaaal n3ch9 fik wenziid wila bgha raby ray7in b3iid

Histoire 9dima ya 3awdet 7yet tlakina tfakarna li fat, 
El 7ob li kan 3omrah mamat ya 3omrah mamat,
Mektoub 3lina ana wiyak f'had el 3achk w ra7hin perpète 
M3ak à vie w 7ata lemamat w 7ata lemamat 

Ya notre histoire 7aja hebaal 
Bdat chabaa wkemlt mal 
W malgré ga3 li sar 
Ge3dti gravé fi la mémoire 




 
Ya notre histoire 7aja hebaal 
Bdat chabaa wkemlt mal 
W malgré ga3 li sar 
Ge3dti gravé fi la mémoire 

Lhnd l9dim khir men jdid mazal n3cha9 fik wenziid 
Mazaaal n3ch9 fik wenziid wila bgha raby ray7in b3iid
Lhnd l9dim khir men jdid mazal n3cha9 fik wenziid 
Mazaaal n3ch9 fik wenziid wila bgha raby ya ya ya 

Histoire 9dima ya 3awdet 7yet tlakina tfakarna li fat, 
El 7ob li kan 3omrah mamat ya 3omrah mamat,




Mektoub 3lina ana wiyak f'had el 3achk w ra7hin perpète 
M3ak à vie w 7ata lemamat w 7ata lemamat 

Histoire 9dima ya 3awdet 7yet tlakina tfakarna li fat, 
El 7ob li kan 3omrah mamat ya 3omrah mamat,
Mektoub 3lina ana wiyak f'had el 3achk w ra7hin perpète 
M3ak à vie w 7ata lemamat w 7ata lemamat 

Ya 3omrah ma nsak lbal ykhmam fik lil w nhar 
W jamais ila 9t3t liyas 
Wyak ygolo l9alb ykhbaar  
Ya 3omrah ma nsak lbal ykhmam fik lil w nhar 
W jamais ila 9t3t liyas 
Wyak ygolo l9alb ykhbaar 






Lhnd l9dim khir men jdid mazal n3cha9 fik wenziid 
Mazaaal n3ch9 fik wenziid wila bgha raby ray7in b3iid
Lhnd l9dim khir men jdid mazal n3cha9 fik wenziid 
Mazaaal n3ch9 fik wenziid wila bgha raby ya ya ya   





 

Traduction Histoire kdima - Cheb Akil

Une vieille histoire qui renaît, on s’est rencontré et on a parlé du passé 
On s’aime toujours, on s’aime toujours 
C’est notre destinée, un amour à perpétuité 




Je resterai avec toi à vie 

Une vieille histoire qui renaît, on s’est rencontré et on a parlé du passé 
On s’aime toujours, on s’aime toujours 
C’est notre destinée, un amour à perpétuité 
Je resterai avec toi à vie 

J’ai essayé de m’éloigner mais je suis toujours proche 
J’ai essayé de passer à autre chose mais mon coeur tient toujours à toi  
J’ai essayé de m’éloigner mais je suis toujours proche 
J’ai essayé de passer à autre chose mais mon coeur tient toujours à toi  





Tu es ma préférée et je suis toujours amoureux de toi 
Je suis toujours amoureux de toi et on ira loin si Dieu le veut 
Tu es ma préférée et je suis toujours amoureux de toi 
Je suis toujours amoureux de toi et on ira loin si Dieu le veut 

Une vieille histoire qui renaît, on s’est rencontré et on a parlé du passé 
On s’aime toujours, on s’aime toujours 
C’est notre destinée, un amour à perpétuité 
Je resterai avec toi à vie 

Notre histoire est incroyable
Ça a bien commencé mais ça s’est mal fini  




Et malgré tout ce qui s’est passé 
Tu es resté gravé dans ma mémoire 

Notre histoire est incroyable
Ça a bien commencé mais ça s’est mal fini  
Et malgré tout ce qui s’est passé 
Tu es resté gravé dans ma mémoire 

Tu es ma préférée et je suis toujours amoureux de toi 
Je suis toujours amoureux de toi et on ira loin si Dieu le veut 
Tu es ma préférée et je suis toujours amoureux de toi 
Je suis toujours amoureux de toi et on ira loin si Dieu le veut 

Une vieille histoire qui renaît, on s’est rencontré et on a parlé du passé 




On s’aime toujours, on s’aime toujours 
C’est notre destinée, un amour à perpétuité 
Je resterai avec toi à vie 

Une vieille histoire qui renaît, on s’est rencontré et on a parlé du passé 
On s’aime toujours, on s’aime toujours 
C’est notre destinée, un amour à perpétuité 
Je resterai avec toi à vie 

Je ne t’ai jamais oublié, je pense à toi jour et nuit  
Et je n’ai jamais perdu espoir 
Mon coeur t’appartient toujours 
Je ne t’ai jamais oublié, je pense à toi jour et nuit 





Et je n’ai jamais perdu espoir 
Mon coeur t’appartient toujours 

Tu es ma préférée et je suis toujours amoureux de toi 
Je suis toujours amoureux de toi et on ira loin si Dieu le veut 
Tu es ma préférée et je suis toujours amoureux de toi 
Je suis toujours amoureux de toi et on ira loin si Dieu le veut  





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
"Salouli aliha w jibouli khbarha
Yla rahi meghbouna wela mhenya
Wela mazelha tedjbed âliya
Wela khlass rahi nassya





Matehkoulhach wech rah sari fiya
Beli nebki ki netwahech'ha
Machi la welatli c'est à dire tebghini
C'est pas parceque chefitha

Salouli aliha w jibouli khbar'ha
Yla rahi meghbouna wela mhenya
Yla mazelha tedjbed aliya
Wela khlass rahi nassya

Matehkoulhach wech rah sari fiya
Beli nebki ki netwahech'ha
Machi la welatli c'est à dire tebghini
C'est pas parceque chefitha

W mazel mazel
 chkek fel bal
Nenssak mohal




Ya li nssitina
W yda twalet laâmar
W hakmet lakdar
Balak kach nhar
Tji tsaksi âlina

W mazel mazel
 chkek fel bal
Nenssak mohal
Ya li nssitina
W yda twalet laâmar
W hakmet lakdar
Balak kach nhar
Tji tsaksi âlina

Hyati bla bik ghbina
M3icha morra miziriya
W tgoul rabi khalkek ghi ntiya




Ghi ntiya, ghi ntiya
Brizitini min mchiti âliya
W hnantek mazalha fiya
Vie ta vie w la neghbenti
Weli liya, weli liya

Hyati bla bik ghbina
M3icha morra miziriya
W tgoul rabi khalkek ghi ntiya
Ghi ntiya, ghi ntiya
Brizitini min mchiti âliya
W hnantek mazalha fiya
3ichi hyatek w la hagrouk
Weli liya, weli liya

W mazel mazel
 chkek fel bal
Nenssak mohal




Ya li nssitina
W yda twalet laâmar
W hakmet lakdar
Balak kach nhar
T'hawssi âlina

W mazel mazel
 chkek fel bal
Nenssak mohal
Ya li nssitina
W yda twalet laâmar
W hakmet lakdar
Balak kach nhar
Thawssi âlina

Ana win ma ndour yejebdouli âliha
Ma nssib ma ngoul tetlefli lhadra
W rabi âlem yla hiya ghaltana





Wela ana li dhlamtha

Ana win ma ndour yejebdouli âliha
Ma nssib ma ngoul tetlefli lhadra
W rabi âlem yla hiya ghaltana
Wela ana li dhlamtha

Salouli âliha w jibouli khbarha
Yla rahi meghbouna wela mhenya
Yla mazelha tedjbed âliya
Wela khlass rahi nassya

Matehkoulhach wech rah sari fiya
Beli nebki ki netwahech'ha
Machi la welatli c'est à dire tebghini
C'est pas parce que chefitha

W mazel mazel




 chkek fel bal
Nenssak mohal
Ya li nssitina
W yda twalet laâmar
W hakmet lakdar
Balak kach nhar
Tji tsakssi âlina

W mazel mazel
 chkek fel bal
Nenssak mohal
Ya li nssitina
W yda twalet laâmar
W hakmet lakdar
Balak kach nhar
Tji thawssi âlina 

W mazel mazel




 chkek fel bal
Nenssak mohal
Ya li nssitina
W yda twalet laâmar
W hakmet lakdar
Balak kach nhar
Tji t'hawssi âlina

W mazel mazel
 chkek fel bal
Nenssak mohal
Ya li nssitina
W yda twalet laâmar
W hakmet lakdar
Balak kach nhar
Tji t'hawssi âlina

 





 

Traduction Mazel mazel - Cheb Akil

Donnez moi de ses nouvelles  
Dites moi si elle est triste ou heureuse 
Dites moi si elle parle toujours de moi 
Ou si elle m’a oublié 





Ne lui parlez pas de mon état  
Que je pleure quand elle me manque
Comme ça si elle revient, c’est par amour 
Et non par pitié  

Donnez moi de ses nouvelles 
Dites moi si elle est triste ou heureuse 
Dites moi si elle parle toujours de moi 
Ou si elle m’a oublié 

Ne lui parlez pas de mon état  
Que je pleure quand elle me manque
Comme ça si elle revient, c’est par amour 
Et non par pitié 

Encore, encore 
Je t’aime encore 
Je ne pourrais jamais t’oublier 




C’est toi qui m’as oublié 
Et peut être qu’un jour 
Tu demanderas de mes nouvelles 

Encore, encore 
Je t’aime encore 
Je ne pourrais jamais t’oublier 
C’est toi qui m’as oublié 
Et peut être qu’un jour 
Tu demanderas de mes nouvelles 

Je suis triste sans toi 
Ma vie est insupportable 
On dirait que tu es la seule femme au monde 
La seule, la seule 
Tu m’as brisé le coeur quand tu es parti 
Je sens encore ta douceur 
Vis ta vie et si tu te sens triste 




Reviens vers moi 

Je suis triste sans toi 
Ma vie est insupportable 
On dirait que tu es la seule femme au monde 
La seule, la seule 
Tu m’as brisé le coeur quand tu es parti 
Je sens encore ta douceur 
Vis ta vie et si tu te sens triste 
Reviens vers moi 

Encore, encore 
Je t’aime encore 
Je ne pourrais jamais t’oublier 
C’est toi qui m’as oublié 
Et peut être qu’un jour 
Tu demanderas de mes nouvelles 





Encore, encore 
Je t’aime encore 
Je ne pourrais jamais t’oublier 
C’est toi qui m’as oublié 
Et peut être qu’un jour 
Tu demanderas de mes nouvelles 

On me parle d’elle partout où je vais 
Je ne sais pas quoi dire 
Je ne sais pas si c’est elle la fautive
Ou si c’est moi 

On me parle d’elle partout où je vais 
Je ne sais pas quoi dire 
Je ne sais pas si c’est elle la fautive
Ou si c’est moi 

Donnez moi de ses nouvelles 





Dites moi si elle est triste ou heureuse 
Dites moi si elle parle toujours de moi 
Ou si elle m’a oublié 

Ne lui parlez pas de mon état  
Que je pleure quand elle me manque
Comme ça si elle revient, c’est par amour 
Et non par pitié  

Encore, encore 
Je t’aime encore 
Je ne pourrais jamais t’oublier 
C’est toi qui m’as oublié 
Et peut être qu’un jour 
Tu demanderas de mes nouvelles 

Encore, encore 
Je t’aime encore 




Je ne pourrais jamais t’oublier 
C’est toi qui m’as oublié 
Et peut être qu’un jour 
Tu demanderas de mes nouvelles 

Encore, encore 
Je t’aime encore 
Je ne pourrais jamais t’oublier 
C’est toi qui m’as oublié 
Et peut être qu’un jour 
Tu demanderas de mes nouvelles 

Encore, encore 
Je t’aime encore 
Je ne pourrais jamais t’oublier 
C’est toi qui m’as oublié 
Et peut être qu’un jour 
Tu demanderas de mes nouvelles 




 





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
"sma3t biha belli rahi baghya t'vangé w daret wahed 3liya ...
ya darteh par amour wla ghir contrat bach tzker fiya .
wlat tkhrej m3ah w dour m3ah win kanet dour m3aya...




ya win kouna nsehrou ya win kna nkherjou ya gaa3 y3erfouna...
tfout 3la l'houma dir f cinéma w ga3da threg fiya ...
ga3da temchi w tesref w f tolba tkhallass hey threch fihoum 3liya...
w min ma klatelhach w zadet ga3 hblet bghat dirli 9adiya ...
ya ma diri walou li d3awli belkhir d3aw 3lik ntiya . 





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
"yàààw Baghé Najbad we Nba3aaad Men LmiLLieuu haya hayàyà
MàraHch Ya3JaaaB W KETRAT féééH cercuLation Haya hayaya
ey wHatta Lgalb bRed wRah L3ach9 a Dieu Haya hayaya




 
wa9ila N7abass LeHbaL wnWéééLéé Serieu Haya hayayaaa
w ya yaaaa
wéLLi MayBkéééch 3liya 3lach Ana NééBkéé 3Lééh haya hayaya
TekWààà Galbé LmesKine Yaw ChTLa Daroo FéééH hAYa Hayaaaya
wàLLààH Lo Kan Ja L3éééch9 Bnaadem wallah La nTéRé 3lih Haaaya yaaa
w NebKéé 3léék Dmou3 Gaa3 Lé Léé Ta7o 3leek Haya haaaaaayaya

yàààw Baghé Najbad we Nba3aaad Men LmiLLieuu haya hayàyà
MàraHch Ya3JaaaB W KETRAT féééH cercuLation Haya hayaya
ey wHatta Lgalb bRed wRah L3ach9 a Dieu Haya hayaya




wa9ila N7abass LeHbaL wnWéééLéé Serieu Haya hayayaaa
w ya yaaaa
Y7awSSo Ga3 3la La Taille yaw Ch3aaaR laSfar haya ayayaa
w YéJro MOur zéééN w NaaasYiin A l39aaal Haya hayaaa
Yad7Ko léék fé Wejhak w Lmarchare Ya3touK la Dhaar Hayayaya
LghéééRa w L7ssaD Féhom Hata La9bar haya ya yaaaa

yàààw Baghé Najbad we Nba3aaad Men LmiLLieuu haya hayàyà
MàraHch Ya3JaaaB W KETRAT féééH cercuLation Haya hayaya
ey wHatta Lgalb bRed wRah L3ach9 a Dieu Haya hayaya




wa9ila N7abass LeHbaL wnWéééLéé Serieu Haya hayayaaa
w ya yaaaa
wéLLi MayBkéééch 3liya 3lach Ana NééBkéé 3Lééh haya hayaya
TekWààà Galbé LmesKine Yaw ChTLa Daroo FéééH hAYa Hayaaaya
wàLLààH Lo Kan Ja L3éééch9 Bnaadem wallah La nTéRé 3lih Haaaya yaaa
w NebKéé 3léék Dmou3 Gaa3 Lé Léé Ta7o 3leek Haya haaaaaayaya

yàààw Baghé Najbad we Nba3aaad Men LmiLLieuu haya hayàyà
MàraHch Ya3JaaaB W KETRAT féééH cercuLation Haya hayaya
ey wHatta Lgalb bRed wRah L3ach9 a Dieu Haya hayaya




wa9ila N7abass wa9ééLa Ng3oD f Daaar wnwéLLéé Serieu Haya hayayaaa
w ya yaaaa 





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
"yaaay yaay
wanaa sbaab lghaltaa wana li dlmtha gollha tsamhnii
hasbha sahla jamais 9ymtha kiraha ghaydatnii





yeey
wjaaak el marsoul 3amri rwahii ntsaamhoo
wana li ghastahliik je demande le pardon
yeeeeh yeeey
terararaarararara terarararaara
wana ma3ndiich ma wghiir ntiiii hiya mimtiii
mliii raht 3liiia wkhwaat dar 3amartiiha ntiii
yeey wjaak el marsoul 3amri rwahii ntsamhooo
wanaa li ghastahlik je demande le pardooon yeeeeeeeeeeeey 





 


				Paroles2Chansons dispose d’un accord de licence de paroles de chansons avec la Société des Editeurs et Auteurs de Musique (SEAM)",2,,
